Source_1,Target_1,Weight,Source,Target
53,324,10,Harleysville Insurance Company     ,Western Heritage Insurance Company 
2262,134,3,Springfield Insurance Company      ,Federated Insurance Group          
145,3685,16,Lexington Risk Specialists         ,CM Vantage Specialty Insurance Co  
53,3373,4,Harleysville Insurance Company     ,Lloyd`s Axis Syndicate 2007        
462,1185,10,IMT Insurance Company              ,General Casualty WI (and/or Regent)
1026,140,2,American National P&C Ins Group    ,"Secura, A Mutual Co.               "
318,1372,27,Safety Insurance Company           ,Guard Insurance Group              
2119,339,1,Lloyd`s Brit                       ,RLI Insurance Company              
27,178,2,Allied Insurance                   ,Andover Insurance Company          
226,114,26,Ohio Mutual Insurance Group        ,Merchants Insurance Group          
1072,63,6,AXIS Insurance Company             ,Westfield Companies                
1100,1110,2,Austin Mutual Insurance Group      ,Alaska National Insurance Company  
1098,1434,2,Stonington Insurance Company       ,SPARTA Insurance                   
2294,4018,2,Conifer Insurance Company          ,Atain Specialty Insurance Company  
396,1128,30,"The Hanover Insurance Group, Inc.  ",Mapfre Insurance Company of Florida
90,1157,12,Allstate Insurance Company         ,Tower Insurance Company of NY      
3613,2190,2,Zurich                             ,AmTrust Group                      
190,1184,8,PMA Group                          ,Argonaut Group                     
4,1301,1,FFIC - Fireman`s Fund Insurance Co ,Atlantic Casualty Insurance Company
1098,27,9,Stonington Insurance Company       ,Allied Insurance                   
54,2455,5,Selective Insurance Group          ,Inter Hannover                     
1345,174,6,Kingstone Insurance Company EBHO   ,E&S / Specialty                    
2058,1374,8,"Canopius US Insurance, Inc (Omega) ",American European Insurance Company
256,324,4,Great American Custom Insurance    ,Western Heritage Insurance Company 
310,326,14,Sequoia Insurance Company          ,Praetorian Insurance Company       
418,1372,11,Concord General Mutual Insurance Co,Guard Insurance Group              
252,4,7,Mountain States Mutual Casualty Co ,FFIC - Fireman`s Fund Insurance Co 
1051,324,2,FCCI Insurance Company             ,Western Heritage Insurance Company 
317,174,9,Regis Insurance Company            ,E&S / Specialty                    
1073,207,5,Grange Mutual Casualty Company     ,First Nonprofit Insurance Co.      
118,2339,9,West Bend Mutual Insurance Company ,Markel Insurance Company           
1117,326,1,Trident Insurance Services         ,Praetorian Insurance Company       
150,1374,11,Motorists Insurance Companies      ,American European Insurance Company
178,1036,4,Andover Insurance Company          ,Everest National Insurance Company 
396,1278,4,"The Hanover Insurance Group, Inc.  ",Standard Mutual Insurance Company  
4,306,9,FFIC - Fireman`s Fund Insurance Co ,Farmland-Nationwide Agribusiness   
2344,54,6,Houston Casualty Company           ,Selective Insurance Group          
145,197,4,Lexington Risk Specialists         ,Church Insurance Company           
4,1026,2,FFIC - Fireman`s Fund Insurance Co ,American National P&C Ins Group    
384,1129,5,Grinnell Mutual Reinsurance Co     ,OneBeacon                          
2651,341,10,Endurance American Specialty Ins Co,American Home Assurance Co.        
111,2402,2,Donegal Mutual Insurance Company   ,American Resources Insurance Co Inc
1036,150,1,Everest National Insurance Company ,Motorists Insurance Companies      
1010,1133,2,State Automobile Mutual Ins.       ,Aspen Specialty Insurance Company  
2079,324,3,MAG Mutual Insurance Company       ,Western Heritage Insurance Company 
293,1372,2,ALFA Alliance Insurance Corporation,Guard Insurance Group              
1179,2651,12,Republic Underwriters Insurance Co ,Endurance American Specialty Ins Co
27,2106,13,Allied Insurance                   ,Maxum Indemnity Company            
2459,1218,6,QBE Insurance Corporation          ,Colony Insurance Company           
1366,1218,1,Alterra                            ,Colony Insurance Company           
1184,178,6,Argonaut Group                     ,Andover Insurance Company          
1073,383,17,Grange Mutual Casualty Company     ,Badger Mutual Insurance Co         
399,383,4,Western National Insurance Group   ,Badger Mutual Insurance Co         
487,1185,12,Mapfre USA                         ,General Casualty WI (and/or Regent)
1129,51,13,OneBeacon                          ,Penn National Insurance Company    
1184,350,3,Argonaut Group                     ,Unigard Insurance Company          
2114,145,6,Munich SID Alt Market Risks - AAIC ,Lexington Risk Specialists         
1434,1227,1,SPARTA Insurance                   ,Western Reserve Mutual Casualty    
1294,36,6,National Fire and Casualty Company ,Employers Mutual Casualty          
53,1423,2,Harleysville Insurance Company     ,"XL Insurance America, Inc.         "
1182,1026,2,Financial Pacific Insurance Co     ,American National P&C Ins Group    
150,368,5,Motorists Insurance Companies      ,Jewelers Mutual Insurance Co       
2166,1051,1,Crum and Forster Insurance Company ,FCCI Insurance Company             
306,190,2,Farmland-Nationwide Agribusiness   ,PMA Group                          
36,331,8,Employers Mutual Casualty          ,Preferred Mutual Insurance Company 
178,3499,2,Andover Insurance Company          ,Hamilton Specialty Insurance Co.   
383,350,1,Badger Mutual Insurance Co         ,Unigard Insurance Company          
363,51,27,MMG Insurance Company              ,Penn National Insurance Company    
1098,2695,6,Stonington Insurance Company       ,Berkshire Hathaway Specialty Ins Co
169,2402,3,Capitol Indemnity Corporation      ,American Resources Insurance Co Inc
1129,2651,1,OneBeacon                          ,Endurance American Specialty Ins Co
36,1301,8,Employers Mutual Casualty          ,Atlantic Casualty Insurance Company
399,1434,2,Western National Insurance Group   ,SPARTA Insurance                   
145,363,12,Lexington Risk Specialists         ,MMG Insurance Company              
13,1333,2,Erie Insurance Group               ,The Dentists Insurance Company     
2106,226,2,Maxum Indemnity Company            ,Ohio Mutual Insurance Group        
2402,66,4,American Resources Insurance Co Inc,Central Mutual Insurance Co.       
1157,306,3,Tower Insurance Company of NY      ,Farmland-Nationwide Agribusiness   
77,1278,21,State Farm Fire & Casualty Co.     ,Standard Mutual Insurance Company  
1133,2230,3,Aspen Specialty Insurance Company  ,ProSight Specialty Insurance       
2106,396,3,Maxum Indemnity Company            ,"The Hanover Insurance Group, Inc.  "
90,370,1,Allstate Insurance Company         ,Rockford Mutual Insurance Company  
384,197,2,Grinnell Mutual Reinsurance Co     ,Church Insurance Company           
383,2106,3,Badger Mutual Insurance Co         ,Maxum Indemnity Company            
146,339,1,Commonwealth Insurance Company     ,RLI Insurance Company              
174,1345,14,E&S / Specialty                    ,Kingstone Insurance Company EBHO   
181,324,3,HDI Global Insurance Company       ,Western Heritage Insurance Company 
2651,416,2,Endurance American Specialty Ins Co,Fremont Insurance Company          
3615,4,6,Zurich Direct                      ,FFIC - Fireman`s Fund Insurance Co 
96,2212,1,Nationwide Insurance Co            ,Dealers Choice Mutual Insurance Inc
1182,306,1,Financial Pacific Insurance Co     ,Farmland-Nationwide Agribusiness   
1219,4,4,IAT Group                          ,FFIC - Fireman`s Fund Insurance Co 
1010,3793,3,State Automobile Mutual Ins.       ,Hochheim Prairie Insurance         
2079,1073,3,MAG Mutual Insurance Company       ,Grange Mutual Casualty Company     
36,181,3,Employers Mutual Casualty          ,HDI Global Insurance Company       
27,1152,1,Allied Insurance                   ,National Farmers Union Insurance Co
4,2079,7,FFIC - Fireman`s Fund Insurance Co ,MAG Mutual Insurance Company       
282,134,2,Farm Family Insurance Companies    ,Federated Insurance Group          
77,1153,1,State Farm Fire & Casualty Co.     ,Housing and Redevelopment (HARIE)  
1184,2106,7,Argonaut Group                     ,Maxum Indemnity Company            
331,1098,2,Preferred Mutual Insurance Company ,Stonington Insurance Company       
2212,134,15,Dealers Choice Mutual Insurance Inc,Federated Insurance Group          
1073,1434,2,Grange Mutual Casualty Company     ,SPARTA Insurance                   
2181,1036,4,American Coastal Insurance Company ,Everest National Insurance Company 
341,1218,4,American Home Assurance Co.        ,Colony Insurance Company           
3613,1469,1,Zurich                             ,"Munich Reinsurance America, Inc    "
370,1301,1,Rockford Mutual Insurance Company  ,Atlantic Casualty Insurance Company
77,419,3,State Farm Fire & Casualty Co.     ,Imperium Insurance Company         
53,1098,3,Harleysville Insurance Company     ,Stonington Insurance Company       
51,82,9,Penn National Insurance Company    ,GuideOne Insurance                 
51,1266,10,Penn National Insurance Company    ,United Farm Family - EB HO & HSP   
2166,406,1,Crum and Forster Insurance Company ,Mitsui Sumitomo Ins Co of America  
2106,3499,1,Maxum Indemnity Company            ,Hamilton Specialty Insurance Co.   
396,2058,4,"The Hanover Insurance Group, Inc.  ","Canopius US Insurance, Inc (Omega) "
344,368,2,Farm Bureau Mutual Ins Co of Mich  ,Jewelers Mutual Insurance Co       
1372,2294,3,Guard Insurance Group              ,Conifer Insurance Company          
382,134,2,Hudson Insurance Company           ,Federated Insurance Group          
51,1216,1,Penn National Insurance Company    ,Loudoun Mutual Insurance Company   
1071,54,1,Praetorian Insurance Company - NY  ,Selective Insurance Group          
169,1325,1,Capitol Indemnity Corporation      ,Co-Operative Insurance Companies   
282,487,4,Farm Family Insurance Companies    ,Mapfre USA                         
53,3873,1,Harleysville Insurance Company     ,Vanliner Insurance Company         
1434,2181,1,SPARTA Insurance                   ,American Coastal Insurance Company 
53,240,2,Harleysville Insurance Company     ,Catholic Mutual Group              
331,3373,2,Preferred Mutual Insurance Company ,Lloyd`s Axis Syndicate 2007        
111,1100,3,Donegal Mutual Insurance Company   ,Austin Mutual Insurance Group      
331,190,2,Preferred Mutual Insurance Company ,PMA Group                          
54,2230,4,Selective Insurance Group          ,ProSight Specialty Insurance       
1152,77,5,National Farmers Union Insurance Co,State Farm Fire & Casualty Co.     
82,1218,8,GuideOne Insurance                 ,Colony Insurance Company           
1216,1218,1,Loudoun Mutual Insurance Company   ,Colony Insurance Company           
419,293,2,Imperium Insurance Company         ,ALFA Alliance Insurance Corporation
331,324,1,Preferred Mutual Insurance Company ,Western Heritage Insurance Company 
1395,1345,1,Catlin Specialty Insurance Company ,Kingstone Insurance Company EBHO   
382,487,2,Hudson Insurance Company           ,Mapfre USA                         
256,1073,2,Great American Custom Insurance    ,Grange Mutual Casualty Company     
1051,399,2,FCCI Insurance Company             ,Western National Insurance Group   
2294,1133,4,Conifer Insurance Company          ,Aspen Specialty Insurance Company  
3613,3615,2,Zurich                             ,Zurich Direct                      
51,2459,2,Penn National Insurance Company    ,QBE Insurance Corporation          
306,140,2,Farmland-Nationwide Agribusiness   ,"Secura, A Mutual Co.               "
1345,2242,2,Kingstone Insurance Company EBHO   ,Western World Insurance Group      
63,1133,3,Westfield Companies                ,Aspen Specialty Insurance Company  
326,384,1,Praetorian Insurance Company       ,Grinnell Mutual Reinsurance Co     
1278,120,1,Standard Mutual Insurance Company  ,Frankenmuth Mutual Insurance Co.   
2190,370,2,AmTrust Group                      ,Rockford Mutual Insurance Company  
381,240,1,Arbella Protection Ins Co          ,Catholic Mutual Group              
2190,1182,1,AmTrust Group                      ,Financial Pacific Insurance Co     
144,312,1,Peninsula Insurance Company        ,Acuity                             
1072,2119,1,AXIS Insurance Company             ,Lloyd`s Brit                       
104,1469,2,Vermont Mutual Insurance Co        ,"Munich Reinsurance America, Inc    "
2166,306,3,Crum and Forster Insurance Company ,Farmland-Nationwide Agribusiness   
399,1284,1,Western National Insurance Group   ,AMERIND Risk Management Corporation
1184,1302,1,Argonaut Group                     ,General Star National Insurance Co 
1133,378,1,Aspen Specialty Insurance Company  ,Hingham Mutual Fire Insurance Co   
2079,190,1,MAG Mutual Insurance Company       ,PMA Group                          
1218,3615,3,Colony Insurance Company           ,Zurich Direct                      
1026,1073,2,American National P&C Ins Group    ,Grange Mutual Casualty Company     
1128,368,3,Mapfre Insurance Company of Florida,Jewelers Mutual Insurance Co       
1434,1302,3,SPARTA Insurance                   ,General Star National Insurance Co 
82,104,2,GuideOne Insurance                 ,Vermont Mutual Insurance Co        
2294,54,5,Conifer Insurance Company          ,Selective Insurance Group          
419,368,2,Imperium Insurance Company         ,Jewelers Mutual Insurance Co       
337,1185,1,SAFER - S. Calif Regional Liability,General Casualty WI (and/or Regent)
384,2210,1,Grinnell Mutual Reinsurance Co     ,State Fire and Tornado Fund (ND)   
1144,4,1,Pacific Property and Casualty Co   ,FFIC - Fireman`s Fund Insurance Co 
1301,399,1,Atlantic Casualty Insurance Company,Western National Insurance Group   
3373,27,1,Lloyd`s Axis Syndicate 2007        ,Allied Insurance                   
63,2318,1,Westfield Companies                ,Starr Indemnity and Liability Co   
121,169,1,North Pointe Insurance Company     ,Capitol Indemnity Corporation      
312,1110,2,Acuity                             ,Alaska National Insurance Company  
146,1133,1,Commonwealth Insurance Company     ,Aspen Specialty Insurance Company  
2038,1129,1,WRM America Indemnity Company      ,OneBeacon                          
2110,51,1,Munich Re - Surplus                ,Penn National Insurance Company    
13,2443,2,Erie Insurance Group               ,United Methodist Insurance Company 
1036,114,2,Everest National Insurance Company ,Merchants Insurance Group          
1072,2344,1,AXIS Insurance Company             ,Houston Casualty Company           
1100,66,2,Austin Mutual Insurance Group      ,Central Mutual Insurance Co.       
378,360,2,Hingham Mutual Fire Insurance Co   ,Magna Carta Companies              
1010,2443,1,State Automobile Mutual Ins.       ,United Methodist Insurance Company 
1326,324,1,Contractors Bonding and Ins Company,Western Heritage Insurance Company 
27,2181,1,Allied Insurance                   ,American Coastal Insurance Company 
1301,1073,2,Atlantic Casualty Insurance Company,Grange Mutual Casualty Company     
181,140,1,HDI Global Insurance Company       ,"Secura, A Mutual Co.               "
150,418,1,Motorists Insurance Companies      ,Concord General Mutual Insurance Co
1278,368,1,Standard Mutual Insurance Company  ,Jewelers Mutual Insurance Co       
146,54,2,Commonwealth Insurance Company     ,Selective Insurance Group          
256,140,1,Great American Custom Insurance    ,"Secura, A Mutual Co.               "
1469,1182,1,"Munich Reinsurance America, Inc    ",Financial Pacific Insurance Co     
1396,54,1,Michigan County Rd Commission Pool ,Selective Insurance Group          
382,462,1,Hudson Insurance Company           ,IMT Insurance Company              
2455,118,1,Inter Hannover                     ,West Bend Mutual Insurance Company 
190,3170,1,PMA Group                          ,Samsung Fire & Marine Insurance Co 
331,240,1,Preferred Mutual Insurance Company ,Catholic Mutual Group              
1157,256,1,Tower Insurance Company of NY      ,Great American Custom Insurance    
4,181,2,FFIC - Fireman`s Fund Insurance Co ,HDI Global Insurance Company       
2363,90,1,Eastern Mutual Insurance Company   ,Allstate Insurance Company         
1361,150,1,American Safety Insurance Company  ,Motorists Insurance Companies      
1361,114,1,American Safety Insurance Company  ,Merchants Insurance Group          
210,2455,1,Mutual Benefit Insurance Company   ,Inter Hannover                     
2230,118,1,ProSight Specialty Insurance       ,West Bend Mutual Insurance Company 
63,1333,1,Westfield Companies                ,The Dentists Insurance Company     
2455,1117,1,Inter Hannover                     ,Trident Insurance Services         
63,134,551,Westfield Companies                ,Federated Insurance Group          
27,3615,29,Allied Insurance                   ,Zurich Direct                      
13,312,452,Erie Insurance Group               ,Acuity                             
27,90,623,Allied Insurance                   ,Allstate Insurance Company         
63,312,313,Westfield Companies                ,Acuity                             
1184,2190,2249,Argonaut Group                     ,AmTrust Group                      
118,140,858,West Bend Mutual Insurance Company ,"Secura, A Mutual Co.               "
396,1395,336,"The Hanover Insurance Group, Inc.  ",Catlin Specialty Insurance Company 
396,174,471,"The Hanover Insurance Group, Inc.  ",E&S / Specialty                    
402,1157,260,Utica First Insurance Company      ,Tower Insurance Company of NY      
118,1073,359,West Bend Mutual Insurance Company ,Grange Mutual Casualty Company     
1185,36,1093,General Casualty WI (and/or Regent),Employers Mutual Casualty          
1010,134,545,State Automobile Mutual Ins.       ,Federated Insurance Group          
384,1010,69,Grinnell Mutual Reinsurance Co     ,State Automobile Mutual Ins.       
66,36,263,Central Mutual Insurance Co.       ,Employers Mutual Casualty          
207,2190,2706,First Nonprofit Insurance Co.      ,AmTrust Group                      
27,2190,1010,Allied Insurance                   ,AmTrust Group                      
26,51,28,Great American Insurance Company   ,Penn National Insurance Company    
3499,174,6,Hamilton Specialty Insurance Co.   ,E&S / Specialty                    
51,54,1691,Penn National Insurance Company    ,Selective Insurance Group          
1157,104,499,Tower Insurance Company of NY      ,Vermont Mutual Insurance Co        
27,252,33,Allied Insurance                   ,Mountain States Mutual Casualty Co 
169,118,861,Capitol Indemnity Corporation      ,West Bend Mutual Insurance Company 
1010,312,480,State Automobile Mutual Ins.       ,Acuity                             
51,2318,9,Penn National Insurance Company    ,Starr Indemnity and Liability Co   
396,26,1270,"The Hanover Insurance Group, Inc.  ",Great American Insurance Company   
77,26,334,State Farm Fire & Casualty Co.     ,Great American Insurance Company   
54,2339,68,Selective Insurance Group          ,Markel Insurance Company           
383,2190,34,Badger Mutual Insurance Co         ,AmTrust Group                      
77,2242,173,State Farm Fire & Casualty Co.     ,Western World Insurance Group      
82,66,26,GuideOne Insurance                 ,Central Mutual Insurance Co.       
77,174,346,State Farm Fire & Casualty Co.     ,E&S / Specialty                    
487,178,134,Mapfre USA                         ,Andover Insurance Company          
1185,1157,61,General Casualty WI (and/or Regent),Tower Insurance Company of NY      
150,416,21,Motorists Insurance Companies      ,Fremont Insurance Company          
427,36,152,Oregon Mutual Insurance Co         ,Employers Mutual Casualty          
140,1326,11,"Secura, A Mutual Co.               ",Contractors Bonding and Ins Company
118,399,204,West Bend Mutual Insurance Company ,Western National Insurance Group   
1073,53,155,Grange Mutual Casualty Company     ,Harleysville Insurance Company     
344,416,136,Farm Bureau Mutual Ins Co of Mich  ,Fremont Insurance Company          
116,370,35,Pekin Insurance Company            ,Rockford Mutual Insurance Company  
2083,2084,6,Schools Insurance Assoc of WA -SIAW,United Schools Ins Program - USIP  
1434,1469,194,SPARTA Insurance                   ,"Munich Reinsurance America, Inc    "
2190,418,7,AmTrust Group                      ,Concord General Mutual Insurance Co
1036,174,110,Everest National Insurance Company ,E&S / Specialty                    
13,134,563,Erie Insurance Group               ,Federated Insurance Group          
96,1372,820,Nationwide Insurance Co            ,Guard Insurance Group              
384,13,121,Grinnell Mutual Reinsurance Co     ,Erie Insurance Group               
145,1010,55,Lexington Risk Specialists         ,State Automobile Mutual Ins.       
178,114,43,Andover Insurance Company          ,Merchants Insurance Group          
53,96,646,Harleysville Insurance Company     ,Nationwide Insurance Co            
396,2217,289,"The Hanover Insurance Group, Inc.  ",Knight Insurance Group             
114,416,24,Merchants Insurance Group          ,Fremont Insurance Company          
66,4,72,Central Mutual Insurance Co.       ,FFIC - Fireman`s Fund Insurance Co 
1157,1218,83,Tower Insurance Company of NY      ,Colony Insurance Company           
427,4,90,Oregon Mutual Insurance Co         ,FFIC - Fireman`s Fund Insurance Co 
331,3082,1,Preferred Mutual Insurance Company ,New York Central Mutual Fire Ins Co
111,118,137,Donegal Mutual Insurance Company   ,West Bend Mutual Insurance Company 
299,331,41,Mercer Insurance Group             ,Preferred Mutual Insurance Company 
2190,1374,173,AmTrust Group                      ,American European Insurance Company
27,1144,5,Allied Insurance                   ,Pacific Property and Casualty Co   
145,13,72,Lexington Risk Specialists         ,Erie Insurance Group               
2242,51,8,Western World Insurance Group      ,Penn National Insurance Company    
2187,118,1,Kinsale Insurance Company          ,West Bend Mutual Insurance Company 
419,341,15,Imperium Insurance Company         ,American Home Assurance Co.        
2459,66,4,QBE Insurance Corporation          ,Central Mutual Insurance Co.       
1110,36,43,Alaska National Insurance Company  ,Employers Mutual Casualty          
1185,4,159,General Casualty WI (and/or Regent),FFIC - Fireman`s Fund Insurance Co 
1227,150,75,Western Reserve Mutual Casualty    ,Motorists Insurance Companies      
402,4,28,Utica First Insurance Company      ,FFIC - Fireman`s Fund Insurance Co 
416,1185,3,Fremont Insurance Company          ,General Casualty WI (and/or Regent)
226,174,5,Ohio Mutual Insurance Group        ,E&S / Specialty                    
1434,2190,46,SPARTA Insurance                   ,AmTrust Group                      
1036,26,54,Everest National Insurance Company ,Great American Insurance Company   
1010,462,53,State Automobile Mutual Ins.       ,IMT Insurance Company              
190,53,101,PMA Group                          ,Harleysville Insurance Company     
116,36,206,Pekin Insurance Company            ,Employers Mutual Casualty          
104,77,94,Vermont Mutual Insurance Co        ,State Farm Fire & Casualty Co.     
1157,3613,2,Tower Insurance Company of NY      ,Zurich                             
1133,326,71,Aspen Specialty Insurance Company  ,Praetorian Insurance Company       
90,120,62,Allstate Insurance Company         ,Frankenmuth Mutual Insurance Co.   
324,1301,33,Western Heritage Insurance Company ,Atlantic Casualty Insurance Company
2108,2309,1,Mercury Insurance Company          ,Affordable Housing Risk Pool       
2242,2651,42,Western World Insurance Group      ,Endurance American Specialty Ins Co
4,1218,18,FFIC - Fireman`s Fund Insurance Co ,Colony Insurance Company           
299,53,102,Mercer Insurance Group             ,Harleysville Insurance Company     
1051,96,22,FCCI Insurance Company             ,Nationwide Insurance Co            
326,382,13,Praetorian Insurance Company       ,Hudson Insurance Company           
2190,318,2,AmTrust Group                      ,Safety Insurance Company           
256,96,3,Great American Custom Insurance    ,Nationwide Insurance Co            
13,462,50,Erie Insurance Group               ,IMT Insurance Company              
396,2242,106,"The Hanover Insurance Group, Inc.  ",Western World Insurance Group      
1098,53,30,Stonington Insurance Company       ,Harleysville Insurance Company     
1218,396,31,Colony Insurance Company           ,"The Hanover Insurance Group, Inc.  "
341,1185,19,American Home Assurance Co.        ,General Casualty WI (and/or Regent)
77,2217,12,State Farm Fire & Casualty Co.     ,Knight Insurance Group             
1434,90,8,SPARTA Insurance                   ,Allstate Insurance Company         
344,82,26,Farm Bureau Mutual Ins Co of Mich  ,GuideOne Insurance                 
27,1219,18,Allied Insurance                   ,IAT Group                          
54,141,48,Selective Insurance Group          ,New Hampshire Insurance Company    
312,1227,22,Acuity                             ,Western Reserve Mutual Casualty    
1423,53,26,"XL Insurance America, Inc.         ",Harleysville Insurance Company     
63,462,14,Westfield Companies                ,IMT Insurance Company              
77,1345,25,State Farm Fire & Casualty Co.     ,Kingstone Insurance Company EBHO   
1179,2110,2,Republic Underwriters Insurance Co ,Munich Re - Surplus                
1143,77,6,ANPAC Louisiana Insurance Company  ,State Farm Fire & Casualty Co.     
282,1042,17,Farm Family Insurance Companies    ,Union Mutual Insurance Co.         
140,53,73,"Secura, A Mutual Co.               ",Harleysville Insurance Company     
341,402,65,American Home Assurance Co.        ,Utica First Insurance Company      
114,1266,32,Merchants Insurance Group          ,United Farm Family - EB HO & HSP   
1218,77,113,Colony Insurance Company           ,State Farm Fire & Casualty Co.     
1110,4,69,Alaska National Insurance Company  ,FFIC - Fireman`s Fund Insurance Co 
1302,2058,2,General Star National Insurance Co ,"Canopius US Insurance, Inc (Omega) "
174,51,34,E&S / Specialty                    ,Penn National Insurance Company    
360,324,33,Magna Carta Companies              ,Western Heritage Insurance Company 
51,339,24,Penn National Insurance Company    ,RLI Insurance Company              
82,254,1,GuideOne Insurance                 ,Princeton Insurance Company        
341,1110,4,American Home Assurance Co.        ,Alaska National Insurance Company  
134,350,9,Federated Insurance Group          ,Unigard Insurance Company          
104,396,167,Vermont Mutual Insurance Co        ,"The Hanover Insurance Group, Inc.  "
2459,1185,35,QBE Insurance Corporation          ,General Casualty WI (and/or Regent)
145,63,57,Lexington Risk Specialists         ,Westfield Companies                
36,1218,22,Employers Mutual Casualty          ,Colony Insurance Company           
51,210,50,Penn National Insurance Company    ,Mutual Benefit Insurance Company   
306,96,27,Farmland-Nationwide Agribusiness   ,Nationwide Insurance Co            
1184,1469,14,Argonaut Group                     ,"Munich Reinsurance America, Inc    "
1010,2402,7,State Automobile Mutual Ins.       ,American Resources Insurance Co Inc
381,96,9,Arbella Protection Ins Co          ,Nationwide Insurance Co            
77,1395,73,State Farm Fire & Casualty Co.     ,Catlin Specialty Insurance Company 
134,178,3,Federated Insurance Group          ,Andover Insurance Company          
140,1051,10,"Secura, A Mutual Co.               ",FCCI Insurance Company             
226,2242,5,Ohio Mutual Insurance Group        ,Western World Insurance Group      
1372,145,20,Guard Insurance Group              ,Lexington Risk Specialists         
399,53,29,Western National Insurance Group   ,Harleysville Insurance Company     
2651,1133,23,Endurance American Specialty Ins Co,Aspen Specialty Insurance Company  
2119,487,3,Lloyd`s Brit                       ,Mapfre USA                         
4,104,12,FFIC - Fireman`s Fund Insurance Co ,Vermont Mutual Insurance Co        
36,104,39,Employers Mutual Casualty          ,Vermont Mutual Insurance Co        
2119,312,1,Lloyd`s Brit                       ,Acuity                             
360,399,4,Magna Carta Companies              ,Western National Insurance Group   
1010,209,4,State Automobile Mutual Ins.       ,National American Insurance Company
1266,402,1,United Farm Family - EB HO & HSP   ,Utica First Insurance Company      
96,1072,14,Nationwide Insurance Co            ,AXIS Insurance Company             
27,1469,86,Allied Insurance                   ,"Munich Reinsurance America, Inc    "
1325,1302,5,Co-Operative Insurance Companies   ,General Star National Insurance Co 
3170,2190,4,Samsung Fire & Marine Insurance Co ,AmTrust Group                      
384,63,19,Grinnell Mutual Reinsurance Co     ,Westfield Companies                
190,2079,1,PMA Group                          ,MAG Mutual Insurance Company       
1072,145,20,AXIS Insurance Company             ,Lexington Risk Specialists         
82,1185,12,GuideOne Insurance                 ,General Casualty WI (and/or Regent)
1302,114,5,General Star National Insurance Co ,Merchants Insurance Group          
350,2108,17,Unigard Insurance Company          ,Mercury Insurance Company          
54,326,19,Selective Insurance Group          ,Praetorian Insurance Company       
2179,96,1,BITCO Insurance Company            ,Nationwide Insurance Co            
326,169,14,Praetorian Insurance Company       ,Capitol Indemnity Corporation      
66,1157,8,Central Mutual Insurance Co.       ,Tower Insurance Company of NY      
1395,2651,9,Catlin Specialty Insurance Company ,Endurance American Specialty Ins Co
399,306,11,Western National Insurance Group   ,Farmland-Nationwide Agribusiness   
2294,312,4,Conifer Insurance Company          ,Acuity                             
1026,96,10,American National P&C Ins Group    ,Nationwide Insurance Co            
382,118,4,Hudson Insurance Company           ,West Bend Mutual Insurance Company 
1218,3499,16,Colony Insurance Company           ,Hamilton Specialty Insurance Co.   
141,111,2,New Hampshire Insurance Company    ,Donegal Mutual Insurance Company   
312,350,4,Acuity                             ,Unigard Insurance Company          
1073,1051,26,Grange Mutual Casualty Company     ,FCCI Insurance Company             
141,169,22,New Hampshire Insurance Company    ,Capitol Indemnity Corporation      
116,4,5,Pekin Insurance Company            ,FFIC - Fireman`s Fund Insurance Co 
90,368,17,Allstate Insurance Company         ,Jewelers Mutual Insurance Co       
174,2651,19,E&S / Specialty                    ,Endurance American Specialty Ins Co
2230,27,54,ProSight Specialty Insurance       ,Allied Insurance                   
2190,368,7,AmTrust Group                      ,Jewelers Mutual Insurance Co       
1073,406,23,Grange Mutual Casualty Company     ,Mitsui Sumitomo Ins Co of America  
1219,1374,17,IAT Group                          ,American European Insurance Company
363,1129,4,MMG Insurance Company              ,OneBeacon                          
1129,363,4,OneBeacon                          ,MMG Insurance Company              
118,240,10,West Bend Mutual Insurance Company ,Catholic Mutual Group              
90,1374,4,Allstate Insurance Company         ,American European Insurance Company
134,1227,24,Federated Insurance Group          ,Western Reserve Mutual Casualty    
114,341,4,Merchants Insurance Group          ,American Home Assurance Co.        
150,1266,1,Motorists Insurance Companies      ,United Farm Family - EB HO & HSP   
1361,174,10,American Safety Insurance Company  ,E&S / Specialty                    
406,96,3,Mitsui Sumitomo Ins Co of America  ,Nationwide Insurance Co            
169,360,4,Capitol Indemnity Corporation      ,Magna Carta Companies              
207,1469,4,First Nonprofit Insurance Co.      ,"Munich Reinsurance America, Inc    "
1154,197,1,Michigan Insurance Company         ,Church Insurance Company           
3499,2242,8,Hamilton Specialty Insurance Co.   ,Western World Insurance Group      
360,190,14,Magna Carta Companies              ,PMA Group                          
118,324,13,West Bend Mutual Insurance Company ,Western Heritage Insurance Company 
1423,406,5,"XL Insurance America, Inc.         ",Mitsui Sumitomo Ins Co of America  
2058,341,1,"Canopius US Insurance, Inc (Omega) ",American Home Assurance Co.        
2455,27,21,Inter Hannover                     ,Allied Insurance                   
1423,1326,1,"XL Insurance America, Inc.         ",Contractors Bonding and Ins Company
1010,487,16,State Automobile Mutual Ins.       ,Mapfre USA                         
331,96,11,Preferred Mutual Insurance Company ,Nationwide Insurance Co            
341,116,5,American Home Assurance Co.        ,Pekin Insurance Company            
1196,312,37,American Hallmark Insurance Co     ,Acuity                             
1073,1026,4,Grange Mutual Casualty Company     ,American National P&C Ins Group    
2119,1325,2,Lloyd`s Brit                       ,Co-Operative Insurance Companies   
